image_id,file_name,event_type,prediction_index,predicted_label,actual_label,confidence,iou,prediction_box,gt_index,gt_box,relative_bbox_area,size_category,predicted_class,closest_gt_class
25,train_176.png,localization_error,0,2,2,0.604218065738678,0.14938968420028687,"[1120.9537353515625, 469.70501708984375, 1217.74169921875, 777.1537475585938]",3.0,,,,Caries,Caries
620,train_222.png,background_false_positive,1,2,4,0.6041306853294373,0.0,"[2114.73486328125, 719.7946166992188, 2364.552978515625, 1002.6433715820312]",0.0,,,,Caries,Deep Caries
484,train_144.png,localization_error,0,2,2,0.6026818156242371,0.155105859041214,"[970.7586059570312, 566.6148681640625, 1136.2576904296875, 867.4158325195312]",5.0,,,,Caries,Caries
587,train_175.png,background_false_positive,0,2,0,0.6006762981414795,0.0,"[1139.2984619140625, 699.531982421875, 1233.17236328125, 990.4365844726562]",,,,,Caries,Background / No Match
37,train_440.png,background_false_positive,1,2,4,0.5967809557914734,0.2691222131252289,"[642.1956176757812, 665.2775268554688, 948.3836059570312, 878.9708862304688]",0.0,,,,Caries,Deep Caries
433,train_50.png,localization_error,1,2,2,0.5961341261863708,0.146693155169487,"[893.6719360351562, 826.6177978515625, 1124.3939208984375, 1169.2255859375]",2.0,,,,Caries,Caries
49,train_568.png,background_false_positive,1,2,4,0.5960944294929504,0.25949692726135254,"[770.2612915039062, 689.634521484375, 1020.3110961914062, 971.032470703125]",3.0,,,,Caries,Deep Caries
444,train_106.png,localization_error,0,2,2,0.5910017490386963,0.2406177967786789,"[1911.3603515625, 669.7052612304688, 2179.78466796875, 979.868896484375]",0.0,,,,Caries,Caries
251,train_460.png,localization_error,3,2,2,0.5899854302406311,0.13166064023971558,"[859.0698852539062, 560.7918701171875, 1024.152587890625, 865.5990600585938]",4.0,,,,Caries,Caries
462,train_651.png,background_false_positive,3,2,2,0.5886656641960144,0.0836249589920044,"[1871.1109619140625, 531.9451904296875, 1986.721435546875, 875.5794677734375]",6.0,,,,Caries,Caries
184,train_102.png,background_false_positive,0,2,4,0.5857818126678467,0.0,"[1619.45556640625, 452.00433349609375, 1810.263427734375, 774.0310668945312]",0.0,,,,Caries,Deep Caries
392,train_244.png,localization_error,3,2,2,0.5828198194503784,0.10153573006391525,"[445.10650634765625, 569.3319091796875, 590.093017578125, 860.9656372070312]",5.0,,,,Caries,Caries
702,train_657.png,background_false_positive,0,2,2,0.5800065994262695,0.0,"[938.683349609375, 508.0732727050781, 1106.65234375, 828.208740234375]",0.0,,,,Caries,Caries
25,train_176.png,localization_error,3,2,2,0.5783215165138245,0.26298147439956665,"[889.2996215820312, 744.1329345703125, 1088.276611328125, 1059.8123779296875]",6.0,,,,Caries,Caries
616,train_140.png,background_false_positive,0,2,2,0.5780106782913208,0.0,"[925.755615234375, 593.0831298828125, 1081.343017578125, 902.4254150390625]",0.0,,,,Caries,Caries
656,train_180.png,localization_error,1,2,2,0.5772556066513062,0.36540988087654114,"[874.968017578125, 897.5138549804688, 1011.7659301757812, 1218.91552734375]",0.0,,,,Caries,Caries
155,train_485.png,background_false_positive,0,2,2,0.5761573910713196,0.0,"[1846.1683349609375, 692.993408203125, 2082.984375, 1003.5203857421875]",0.0,,,,Caries,Caries
2,train_283.png,background_false_positive,0,2,1,0.5750116109848022,0.0,"[1133.32861328125, 575.891845703125, 1256.967529296875, 902.3119506835938]",0.0,,,,Caries,Impacted
202,train_391.png,localization_error,2,2,2,0.5730297565460205,0.12892793118953705,"[1134.96728515625, 841.3598022460938, 1283.3797607421875, 1110.3033447265625]",1.0,,,,Caries,Caries
155,train_485.png,background_false_positive,2,2,2,0.570959210395813,0.07510683685541153,"[752.3543701171875, 401.5797119140625, 916.3245849609375, 715.55517578125]",0.0,,,,Caries,Caries
556,train_192.png,duplicate_detection,3,2,2,0.5706753730773926,0.8824620842933655,"[1036.828857421875, 935.0741577148438, 1261.61328125, 1209.3662109375]",0.0,,,,Caries,Caries
196,train_356.png,localization_error,1,2,2,0.5706231594085693,0.19143390655517578,"[954.4407348632812, 427.0970153808594, 1098.4864501953125, 737.741455078125]",3.0,,,,Caries,Caries
462,train_651.png,duplicate_detection,5,2,4,0.569149374961853,0.9715643525123596,"[876.3458251953125, 864.8633422851562, 1102.2498779296875, 1195.0101318359375]",1.0,,,,Caries,Deep Caries
623,train_114.png,background_false_positive,1,2,2,0.5687656402587891,0.008000758476555347,"[1833.422119140625, 220.72299194335938, 2004.197998046875, 551.9606323242188]",0.0,,,,Caries,Caries
484,train_144.png,localization_error,2,2,2,0.5687448978424072,0.1354641616344452,"[1746.2957763671875, 564.0663452148438, 1855.0966796875, 870.2459106445312]",4.0,,,,Caries,Caries
392,train_244.png,background_false_positive,6,2,4,0.5652796626091003,0.006222936790436506,"[1735.9964599609375, 583.1260986328125, 1890.4183349609375, 867.0516967773438]",1.0,,,,Caries,Deep Caries
100,train_538.png,background_false_positive,0,1,0,0.5648761987686157,0.0,"[636.0681762695312, 631.2011108398438, 871.2433471679688, 892.1915283203125]",,,,,Impacted,Background / No Match
439,train_387.png,background_false_positive,2,1,2,0.5628917813301086,0.19610820710659027,"[603.290771484375, 775.6638793945312, 825.3970336914062, 973.919921875]",8.0,,,,Impacted,Caries
501,train_492.png,background_false_positive,2,2,1,0.5614153146743774,0.0,"[936.0425415039062, 533.3519287109375, 1108.8543701171875, 859.5904541015625]",0.0,,,,Caries,Impacted
419,train_590.png,background_false_positive,0,2,4,0.5606221556663513,0.22783192992210388,"[865.2136840820312, 722.669677734375, 1069.56591796875, 1041.0833740234375]",5.0,,,,Caries,Deep Caries
613,train_384.png,background_false_positive,1,2,2,0.5601968765258789,0.0,"[1424.7177734375, 472.8595886230469, 1521.1519775390625, 803.62158203125]",0.0,,,,Caries,Caries
616,train_140.png,localization_error,2,2,2,0.5600173473358154,0.1589457094669342,"[1668.2056884765625, 917.4031372070312, 1804.8411865234375, 1241.779541015625]",3.0,,,,Caries,Caries
60,train_292.png,background_false_positive,3,2,2,0.5597090125083923,0.006060359068214893,"[1669.134033203125, 768.5523681640625, 1940.0789794921875, 1099.4671630859375]",5.0,,,,Caries,Caries
155,train_485.png,background_false_positive,4,2,2,0.5582028031349182,0.0,"[1620.5008544921875, 732.1486206054688, 1786.987060546875, 1043.802978515625]",0.0,,,,Caries,Caries
702,train_657.png,localization_error,1,2,2,0.5580767393112183,0.10552836954593658,"[1763.118408203125, 786.9691772460938, 1947.820556640625, 1058.729248046875]",1.0,,,,Caries,Caries
700,train_613.png,background_false_positive,1,2,2,0.5575892925262451,0.0,"[773.3434448242188, 752.7031860351562, 999.74267578125, 1039.91845703125]",0.0,,,,Caries,Caries
623,train_114.png,background_false_positive,2,2,2,0.5568280816078186,0.0,"[883.1290283203125, 251.66561889648438, 1048.4420166015625, 579.422607421875]",0.0,,,,Caries,Caries
134,train_319.png,background_false_positive,1,1,2,0.5563991069793701,0.0,"[679.1222534179688, 416.29022216796875, 851.0180053710938, 651.471435546875]",0.0,,,,Impacted,Caries
289,train_353.png,background_false_positive,1,2,1,0.5560314655303955,0.07690341025590897,"[929.7698974609375, 750.5601196289062, 1110.38916015625, 1096.8206787109375]",0.0,,,,Caries,Impacted
483,train_8.png,background_false_positive,1,2,1,0.5560072660446167,0.14632289111614227,"[689.2796630859375, 808.994873046875, 928.56982421875, 1143.001953125]",0.0,,,,Caries,Impacted
197,train_362.png,localization_error,2,2,2,0.5555731654167175,0.12474530190229416,"[851.7562866210938, 619.3526611328125, 1028.209716796875, 915.9783935546875]",3.0,,,,Caries,Caries
578,train_43.png,background_false_positive,2,2,2,0.5550456643104553,0.0171103123575449,"[1855.251220703125, 564.11279296875, 2011.1646728515625, 881.0870361328125]",1.0,,,,Caries,Caries
318,train_214.png,background_false_positive,2,2,2,0.5548322796821594,0.0,"[1178.0635986328125, 523.0418090820312, 1343.90869140625, 755.18701171875]",0.0,,,,Caries,Caries
100,train_538.png,background_false_positive,1,1,0,0.5541900396347046,0.0,"[1965.33056640625, 234.22219848632812, 2121.542236328125, 472.1503601074219]",,,,,Impacted,Background / No Match
208,train_325.png,background_false_positive,1,2,2,0.5522583723068237,0.0,"[2034.955322265625, 661.7343139648438, 2263.95556640625, 938.4977416992188]",0.0,,,,Caries,Caries
665,train_288.png,background_false_positive,1,2,2,0.5512427687644958,0.0,"[1153.7923583984375, 504.41748046875, 1316.5401611328125, 724.6747436523438]",0.0,,,,Caries,Caries
433,train_50.png,background_false_positive,2,2,2,0.55064857006073,0.007174190133810043,"[722.4745483398438, 804.1469116210938, 976.669189453125, 1112.1312255859375]",1.0,,,,Caries,Caries
196,train_356.png,background_false_positive,5,2,4,0.5496420860290527,0.24369333684444427,"[1750.259765625, 756.8692626953125, 1973.0045166015625, 1065.44189453125]",5.0,,,,Caries,Deep Caries
534,train_690.png,background_false_positive,2,2,2,0.5483934879302979,0.0,"[690.9612426757812, 726.426513671875, 933.6366577148438, 1016.2938232421875]",0.0,,,,Caries,Caries
192,train_497.png,localization_error,2,2,2,0.5483866930007935,0.2364916354417801,"[675.9562377929688, 884.7564086914062, 913.1185302734375, 1120.7783203125]",0.0,,,,Caries,Caries
50,train_493.png,localization_error,1,2,2,0.5472603440284729,0.1586761474609375,"[918.30078125, 756.921630859375, 1128.822509765625, 1068.90966796875]",3.0,,,,Caries,Caries
100,train_538.png,background_false_positive,2,1,0,0.5458109974861145,0.0,"[805.2987670898438, 252.9357147216797, 1001.02978515625, 482.9378967285156]",,,,,Impacted,Background / No Match
613,train_384.png,background_false_positive,3,2,2,0.5437461733818054,0.0,"[1731.6739501953125, 783.835693359375, 1854.1666259765625, 1113.59716796875]",0.0,,,,Caries,Caries
483,train_8.png,background_false_positive,2,2,1,0.5436699390411377,0.09364910423755646,"[2093.78271484375, 520.7417602539062, 2266.86865234375, 838.0459594726562]",3.0,,,,Caries,Impacted
63,train_592.png,background_false_positive,1,2,3,0.543083906173706,0.037953414022922516,"[2157.568359375, 812.4981689453125, 2409.26953125, 1065.91943359375]",3.0,,,,Caries,Periapical Lesion
140,train_204.png,background_false_positive,1,2,2,0.5428891777992249,0.0,"[927.6807250976562, 761.5357055664062, 1128.8565673828125, 1081.3658447265625]",0.0,,,,Caries,Caries
64,train_541.png,background_false_positive,4,2,4,0.5428683161735535,0.006175372749567032,"[1759.0870361328125, 549.3685913085938, 1903.5303955078125, 873.42041015625]",6.0,,,,Caries,Deep Caries
289,train_353.png,background_false_positive,2,2,1,0.5425080060958862,0.0,"[1743.0557861328125, 756.8838500976562, 1956.6131591796875, 1127.3775634765625]",0.0,,,,Caries,Impacted
305,train_576.png,background_false_positive,1,2,2,0.5424169301986694,0.0,"[1769.7806396484375, 471.2537536621094, 1932.6474609375, 794.9581909179688]",0.0,,,,Caries,Caries
536,train_481.png,localization_error,4,2,2,0.5421501994132996,0.11620382964611053,"[460.40380859375, 716.2950439453125, 741.4404296875, 1001.0145263671875]",11.0,,,,Caries,Caries
35,train_702.png,background_false_positive,1,2,2,0.540823221206665,0.0,"[1996.6317138671875, 727.451416015625, 2188.2734375, 950.8921508789062]",0.0,,,,Caries,Caries
169,train_372.png,background_false_positive,5,2,2,0.5399817228317261,0.0,"[1732.2003173828125, 802.814453125, 1973.2978515625, 1115.5428466796875]",0.0,,,,Caries,Caries
318,train_214.png,localization_error,3,2,2,0.5393984317779541,0.15291985869407654,"[752.0546875, 293.4579772949219, 818.2472534179688, 514.8984985351562]",1.0,,,,Caries,Caries
543,train_433.png,background_false_positive,0,2,3,0.5377984046936035,0.15923067927360535,"[1068.136474609375, 712.3069458007812, 1191.3240966796875, 1014.9393310546875]",2.0,,,,Caries,Periapical Lesion
266,train_26.png,background_false_positive,4,2,2,0.537544846534729,0.08602169901132584,"[894.2454223632812, 517.0961303710938, 1051.9705810546875, 836.4515991210938]",1.0,,,,Caries,Caries
100,train_538.png,background_false_positive,3,1,0,0.536918580532074,0.0,"[2071.78173828125, 646.7022094726562, 2278.74072265625, 887.5906372070312]",,,,,Impacted,Background / No Match
623,train_114.png,background_false_positive,3,2,2,0.5357115864753723,0.0,"[758.2180786132812, 271.69287109375, 912.8900756835938, 579.8944091796875]",0.0,,,,Caries,Caries
159,train_388.png,localization_error,0,2,2,0.5354501605033875,0.22943368554115295,"[670.76318359375, 652.33203125, 916.0118408203125, 862.5081176757812]",0.0,,,,Caries,Caries
388,train_507.png,localization_error,3,2,2,0.5344983339309692,0.17115503549575806,"[864.1615600585938, 370.9064636230469, 1034.4866943359375, 658.6962280273438]",10.0,,,,Caries,Caries
684,train_179.png,background_false_positive,5,2,1,0.533972442150116,0.2449369728565216,"[722.6231689453125, 698.6367797851562, 981.6898803710938, 984.8408203125]",7.0,,,,Caries,Impacted
419,train_590.png,duplicate_detection,2,2,2,0.5339171886444092,0.5202615261077881,"[975.0830078125, 418.6710205078125, 1101.4560546875, 712.3726806640625]",2.0,,,,Caries,Caries
192,train_497.png,background_false_positive,5,2,2,0.5330066680908203,0.0,"[1950.669921875, 937.424072265625, 2165.546875, 1208.3529052734375]",0.0,,,,Caries,Caries
543,train_433.png,background_false_positive,1,4,3,0.532957911491394,0.15522868931293488,"[1064.3294677734375, 713.6962890625, 1190.585205078125, 1019.5794677734375]",2.0,,,,Deep Caries,Periapical Lesion
499,train_109.png,background_false_positive,3,2,1,0.5321835875511169,0.1155000552535057,"[2012.8375244140625, 743.1105346679688, 2291.404052734375, 1100.3873291015625]",2.0,,,,Caries,Impacted
433,train_50.png,background_false_positive,4,2,4,0.5306376218795776,0.0,"[1172.0576171875, 495.8711242675781, 1284.6683349609375, 809.2703247070312]",0.0,,,,Caries,Deep Caries
665,train_288.png,background_false_positive,2,2,2,0.5296545624732971,0.002751991618424654,"[738.1168823242188, 293.9048767089844, 818.05029296875, 538.0303955078125]",2.0,,,,Caries,Caries
144,train_451.png,localization_error,3,2,2,0.5295379757881165,0.15040357410907745,"[713.1127319335938, 472.1413269042969, 837.6585693359375, 722.8969116210938]",0.0,,,,Caries,Caries
155,train_485.png,localization_error,5,2,2,0.529416024684906,0.17460952699184418,"[723.311767578125, 694.196044921875, 971.5366821289062, 992.802734375]",1.0,,,,Caries,Caries
534,train_690.png,localization_error,3,2,2,0.528735339641571,0.1363765448331833,"[1005.7216796875, 440.7220153808594, 1115.7760009765625, 730.19189453125]",0.0,,,,Caries,Caries
388,train_507.png,duplicate_detection,4,4,2,0.528114914894104,0.8513087034225464,"[958.4368286132812, 705.1973266601562, 1195.1192626953125, 1028.7388916015625]",9.0,,,,Deep Caries,Caries
50,train_493.png,background_false_positive,2,2,2,0.5277238488197327,0.03297596052289009,"[1874.51708984375, 761.7356567382812, 2078.823486328125, 1066.293212890625]",2.0,,,,Caries,Caries
696,train_238.png,background_false_positive,0,2,3,0.5258115530014038,0.0,"[1928.6536865234375, 544.1312255859375, 2069.76171875, 820.49169921875]",0.0,,,,Caries,Periapical Lesion
195,train_155.png,background_false_positive,2,4,4,0.5257368683815002,0.0,"[1059.147216796875, 791.5393676757812, 1272.68603515625, 1097.0980224609375]",0.0,,,,Deep Caries,Deep Caries
656,train_180.png,background_false_positive,4,2,2,0.5256181359291077,0.04918327182531357,"[1602.676513671875, 594.7836303710938, 1756.4649658203125, 876.8449096679688]",1.0,,,,Caries,Caries
255,train_477.png,localization_error,4,2,2,0.5247395634651184,0.27587050199508667,"[1820.8876953125, 566.2534790039062, 1955.9591064453125, 901.9097290039062]",9.0,,,,Caries,Caries
516,train_212.png,background_false_positive,3,2,2,0.5242061018943787,0.033397573977708817,"[954.1702270507812, 392.7361145019531, 1114.7562255859375, 719.4048461914062]",5.0,,,,Caries,Caries
49,train_568.png,duplicate_detection,4,2,4,0.5239096283912659,0.8189775347709656,"[632.8139038085938, 642.4042358398438, 881.4304809570312, 900.119384765625]",3.0,,,,Caries,Deep Caries
294,train_286.png,background_false_positive,1,2,2,0.5232593417167664,0.04529057443141937,"[715.8731689453125, 247.19471740722656, 883.470703125, 567.27880859375]",0.0,,,,Caries,Caries
103,train_656.png,duplicate_detection,2,2,2,0.522405207157135,0.6112977862358093,"[888.3804931640625, 644.5988159179688, 1182.457275390625, 986.9598388671875]",0.0,,,,Caries,Caries
192,train_497.png,background_false_positive,6,2,4,0.5219272971153259,0.07387495785951614,"[848.2444458007812, 640.0205688476562, 981.3233642578125, 931.4029541015625]",6.0,,,,Caries,Deep Caries
444,train_106.png,background_false_positive,1,2,2,0.5214439034461975,0.0,"[859.721435546875, 665.2095336914062, 1153.7003173828125, 961.1982421875]",0.0,,,,Caries,Caries
484,train_144.png,background_false_positive,5,2,2,0.5212363004684448,0.005027144216001034,"[834.57421875, 839.9928588867188, 1116.6934814453125, 1134.5126953125]",5.0,,,,Caries,Caries
29,train_229.png,background_false_positive,0,2,2,0.5208615064620972,0.0,"[767.873046875, 697.829833984375, 999.4694213867188, 994.6334838867188]",0.0,,,,Caries,Caries
702,train_657.png,background_false_positive,2,2,2,0.5197259783744812,0.0,"[814.1558227539062, 809.2164916992188, 1088.980224609375, 1081.002685546875]",0.0,,,,Caries,Caries
516,train_212.png,background_false_positive,4,1,4,0.5194181203842163,0.0,"[2011.68017578125, 356.05401611328125, 2153.613037109375, 521.5587158203125]",0.0,,,,Impacted,Deep Caries
439,train_387.png,duplicate_detection,6,2,4,0.5193544030189514,0.9004863500595093,"[1819.9974365234375, 731.9382934570312, 2028.213623046875, 1018.6334838867188]",6.0,,,,Caries,Deep Caries
409,train_478.png,background_false_positive,1,2,2,0.5186541080474854,0.0,"[725.3495483398438, 747.3113403320312, 968.6141967773438, 1071.8038330078125]",0.0,,,,Caries,Caries
419,train_590.png,background_false_positive,3,2,4,0.5169629454612732,0.10728014260530472,"[1328.9420166015625, 371.7151794433594, 1439.6978759765625, 684.439208984375]",0.0,,,,Caries,Deep Caries
103,train_656.png,background_false_positive,3,2,2,0.5164390802383423,0.0,"[1888.13916015625, 286.2913818359375, 2040.7091064453125, 650.7119140625]",0.0,,,,Caries,Caries
35,train_702.png,background_false_positive,2,2,2,0.5163088440895081,0.0,"[1881.8814697265625, 766.7590942382812, 2082.53466796875, 1027.66943359375]",0.0,,,,Caries,Caries
239,train_696.png,background_false_positive,3,2,2,0.5160424709320068,0.0013291053473949432,"[1135.4444580078125, 352.2527160644531, 1249.4857177734375, 678.0184326171875]",5.0,,,,Caries,Caries
159,train_388.png,background_false_positive,2,2,2,0.5151609778404236,0.0,"[1889.562255859375, 646.7777099609375, 2144.78955078125, 883.1788330078125]",0.0,,,,Caries,Caries
412,train_349.png,duplicate_detection,3,2,2,0.5145843625068665,0.9106886386871338,"[1821.146240234375, 687.27978515625, 2074.694580078125, 938.37939453125]",5.0,,,,Caries,Caries
169,train_372.png,localization_error,6,2,2,0.5141420960426331,0.27277687191963196,"[696.1118774414062, 731.9782104492188, 966.6187133789062, 1015.9254760742188]",5.0,,,,Caries,Caries
604,train_354.png,localization_error,1,1,1,0.5134212970733643,0.36864542961120605,"[694.38671875, 378.943603515625, 889.5532836914062, 665.2970581054688]",2.0,,,,Impacted,Impacted
609,train_186.png,background_false_positive,1,2,2,0.5134093761444092,0.0,"[2025.4688720703125, 577.5859985351562, 2279.33203125, 884.7694091796875]",0.0,,,,Caries,Caries
388,train_507.png,duplicate_detection,7,4,4,0.5127450823783875,0.9142555594444275,"[1751.6361083984375, 703.2300415039062, 1977.697021484375, 1012.5372314453125]",0.0,,,,Deep Caries,Deep Caries
426,train_20.png,background_false_positive,3,2,4,0.5125290155410767,0.14869746565818787,"[1707.2847900390625, 751.8404541015625, 1836.8294677734375, 1113.218505859375]",1.0,,,,Caries,Deep Caries
202,train_391.png,background_false_positive,9,4,2,0.5125259160995483,0.17513060569763184,"[1722.1776123046875, 850.8748779296875, 1878.2943115234375, 1118.514404296875]",7.0,,,,Deep Caries,Caries
613,train_384.png,background_false_positive,4,2,2,0.5117661356925964,0.0,"[1353.9974365234375, 457.5269775390625, 1446.0113525390625, 799.9959106445312]",0.0,,,,Caries,Caries
162,train_505.png,background_false_positive,4,2,1,0.5116419196128845,0.24481314420700073,"[968.5607299804688, 381.0631408691406, 1146.87744140625, 679.16162109375]",0.0,,,,Caries,Impacted
216,train_450.png,background_false_positive,3,2,2,0.5093122720718384,0.0166537594050169,"[1983.9658203125, 533.8177490234375, 2142.71533203125, 817.648193359375]",4.0,,,,Caries,Caries
208,train_325.png,background_false_positive,2,2,2,0.50916588306427,0.028495347127318382,"[1849.1307373046875, 397.0453186035156, 1996.1220703125, 716.6400756835938]",1.0,,,,Caries,Caries
597,train_55.png,duplicate_detection,3,2,3,0.5086758732795715,0.7150830626487732,"[1052.802490234375, 599.4513549804688, 1207.73046875, 903.6929321289062]",1.0,,,,Caries,Periapical Lesion
426,train_20.png,duplicate_detection,4,2,4,0.5084546208381653,0.9257121682167053,"[1785.0474853515625, 748.2061767578125, 2032.12646484375, 1096.3568115234375]",1.0,,,,Caries,Deep Caries
195,train_155.png,background_false_positive,4,2,4,0.5082694292068481,0.0,"[1059.147216796875, 791.5393676757812, 1272.68603515625, 1097.0980224609375]",0.0,,,,Caries,Deep Caries
552,train_644.png,background_false_positive,2,2,2,0.5079697370529175,0.0,"[1844.537841796875, 358.44366455078125, 2013.039306640625, 679.8264770507812]",0.0,,,,Caries,Caries
266,train_26.png,duplicate_detection,6,2,2,0.5077630877494812,0.7518563866615295,"[2005.725830078125, 527.5562744140625, 2184.529541015625, 811.1869506835938]",4.0,,,,Caries,Caries
597,train_55.png,duplicate_detection,4,2,2,0.5068963766098022,0.8939375281333923,"[890.6856079101562, 889.5982055664062, 1101.781982421875, 1186.869384765625]",3.0,,,,Caries,Caries
392,train_244.png,background_false_positive,9,2,4,0.5066112875938416,0.207128643989563,"[1841.966552734375, 804.8720092773438, 2027.4287109375, 1060.362548828125]",1.0,,,,Caries,Deep Caries
192,train_497.png,localization_error,9,2,2,0.5063346028327942,0.2135774791240692,"[1085.4100341796875, 636.2965087890625, 1197.15185546875, 926.3251342773438]",4.0,,,,Caries,Caries
536,train_481.png,duplicate_detection,5,4,2,0.5062394738197327,0.9580508470535278,"[1534.37646484375, 421.3829040527344, 1696.26513671875, 716.2423706054688]",9.0,,,,Deep Caries,Caries
426,train_20.png,duplicate_detection,5,4,2,0.5061728358268738,0.8661149144172668,"[925.983154296875, 745.5682983398438, 1156.2412109375, 1098.2584228515625]",0.0,,,,Deep Caries,Caries
103,train_656.png,localization_error,4,2,2,0.5060184001922607,0.18030916154384613,"[705.72119140625, 618.704345703125, 992.6084594726562, 910.691162109375]",0.0,,,,Caries,Caries
522,train_157.png,background_false_positive,1,2,1,0.5059052109718323,0.0,"[1831.5220947265625, 934.4562377929688, 2071.6181640625, 1277.46826171875]",0.0,,,,Caries,Impacted
37,train_440.png,duplicate_detection,4,2,4,0.5057971477508545,0.8391417860984802,"[763.7077026367188, 712.6651611328125, 1054.28076171875, 951.153076171875]",0.0,,,,Caries,Deep Caries
514,train_472.png,background_false_positive,6,2,1,0.5050404667854309,0.0,"[1787.3994140625, 731.6317749023438, 2016.9161376953125, 1033.892822265625]",0.0,,,,Caries,Impacted
386,train_121.png,background_false_positive,1,2,2,0.5037672519683838,0.0,"[814.4411010742188, 809.560791015625, 1129.9664306640625, 1084.75341796875]",0.0,,,,Caries,Caries
549,train_504.png,background_false_positive,1,2,2,0.503289520740509,0.0,"[1064.3502197265625, 740.8856811523438, 1238.83544921875, 1069.984619140625]",0.0,,,,Caries,Caries
60,train_292.png,localization_error,6,1,1,0.5028773546218872,0.24075652658939362,"[1822.8631591796875, 714.8743896484375, 2040.9119873046875, 1006.8302612304688]",1.0,,,,Impacted,Impacted
592,train_333.png,background_false_positive,1,2,2,0.5014368891716003,0.0,"[714.6991577148438, 680.662109375, 959.0572509765625, 987.73974609375]",0.0,,,,Caries,Caries
613,train_384.png,duplicate_detection,5,4,2,0.5007490515708923,0.962175190448761,"[971.5481567382812, 775.7310180664062, 1197.7020263671875, 1098.9287109375]",0.0,,,,Deep Caries,Caries
578,train_43.png,background_false_positive,4,2,2,0.5005014538764954,0.03499740734696388,"[1972.6785888671875, 571.6842651367188, 2128.593017578125, 847.063720703125]",2.0,,,,Caries,Caries
455,train_146.png,background_false_positive,1,4,2,0.5002068877220154,0.0014315525768324733,"[1009.8651123046875, 340.960205078125, 1083.8262939453125, 541.4569702148438]",3.0,,,,Deep Caries,Caries
251,train_460.png,localization_error,9,2,2,0.5001327991485596,0.12274719774723053,"[1126.833251953125, 879.3618774414062, 1250.7066650390625, 1191.7271728515625]",7.0,,,,Caries,Caries
