image_id,file_name,event_type,prediction_index,predicted_label,actual_label,confidence,iou,prediction_box,gt_index,gt_box,relative_bbox_area,size_category,gt_class,best_prediction_class,diagnostic_reason
49,train_568.png,false_negative,8,2,2,0.42829272150993347,0.8543252944946289,"[1802.2501220703125, 362.7458801269531, 1957.5831298828125, 678.20166015625]",1.0,"[1796.2142333984375, 358.9285583496094, 1946.2142333984375, 667.8571166992188]",0.012389944298516553,medium,Caries,Caries,best candidate below fixed confidence
50,train_493.png,false_negative,25,4,2,0.2245316356420517,0.8623515367507935,"[785.51708984375, 752.1820678710938, 982.915771484375, 1028.841552734375]",3.0,"[794.3333129882812, 750.0, 980.4444580078125, 1007.111083984375]",0.012789702174044739,medium,Caries,Deep Caries,best candidate below fixed confidence
60,train_292.png,false_negative,57,4,2,0.21335279941558838,0.8746588230133057,"[1630.28955078125, 450.462158203125, 1792.086181640625, 783.3358154296875]",5.0,"[1631.0, 428.0, 1785.0, 776.0]",0.015275095369587077,medium,Caries,Deep Caries,best candidate below fixed confidence
63,train_592.png,false_negative,33,2,4,0.24304582178592682,0.8436948657035828,"[888.9733276367188, 539.5807495117188, 1064.269775390625, 832.5408325195312]",0.0,"[876.0, 537.0, 1052.0, 827.0]",0.0117670493109452,medium,Deep Caries,Caries,best candidate below fixed confidence
63,train_592.png,false_negative,2,2,2,0.4971711039543152,0.8585470914840698,"[637.9607543945312, 753.2721557617188, 914.6732788085938, 1035.9598388671875]",1.0,"[637.0, 741.0, 901.0, 1020.0]",0.016981069436657125,medium,Caries,Caries,best candidate below fixed confidence
63,train_592.png,false_negative,0,4,4,0.661297619342804,0.8088783025741577,"[1879.5208740234375, 863.640625, 2162.896484375, 1186.69775390625]",2.0,"[1898.0, 868.0, 2179.0, 1162.0]",0.019046297252633754,medium,Deep Caries,Deep Caries,unmatched or spatially misclassified
63,train_592.png,false_negative,23,4,2,0.2973541021347046,0.606976330280304,"[1857.160888671875, 583.9630737304688, 1981.49853515625, 867.5520629882812]",4.0,"[1881.0, 557.0, 2007.0, 876.0]",0.009266551332369345,small,Caries,Deep Caries,best candidate below fixed confidence
63,train_592.png,false_negative,3,4,4,0.49677735567092896,0.5137848854064941,"[1797.1097412109375, 621.5075073242188, 1893.3804931640625, 812.6151733398438]",5.0,"[1815.3077392578125, 648.3846435546875, 1884.5384521484375, 784.923095703125]",0.0021792682249135954,small,Deep Caries,Deep Caries,best candidate below fixed confidence
64,train_541.png,false_negative,0,2,4,0.6266772150993347,0.7792010307312012,"[648.333984375, 779.4970703125, 916.05859375, 1032.67333984375]",5.0,"[682.0, 774.0, 923.0, 1015.0]",0.01617240691837419,medium,Deep Caries,Caries,unmatched or spatially misclassified
64,train_541.png,false_negative,12,4,4,0.36255860328674316,0.7344529032707214,"[1702.2503662109375, 875.6287231445312, 1875.7813720703125, 1052.0780029296875]",6.0,"[1719.0, 870.0, 1898.0, 1041.0]",0.008522945599499242,small,Deep Caries,Deep Caries,best candidate below fixed confidence
64,train_541.png,false_negative,25,1,2,0.2719569802284241,0.8376579284667969,"[710.5888671875, 498.5068359375, 886.4547119140625, 784.3994140625]",7.0,"[698.0, 483.0, 891.0, 794.0]",0.016713148541891047,medium,Caries,Impacted,best candidate below fixed confidence
64,train_541.png,false_negative,13,2,2,0.35194143652915955,0.7937833070755005,"[866.3463134765625, 489.7972412109375, 1039.9991455078125, 806.7333374023438]",8.0,"[851.0, 468.0, 1033.0, 793.0]",0.01647006541247281,medium,Caries,Caries,best candidate below fixed confidence
118,train_66.png,false_negative,1,2,4,0.5666176676750183,0.8963531255722046,"[1761.7451171875, 806.66455078125, 1986.346435546875, 1086.3421630859375]",1.0,"[1763.0, 797.0, 1979.0, 1076.0]",0.01543421404445865,medium,Deep Caries,Caries,unmatched or spatially misclassified
123,train_35.png,false_negative,7,2,2,0.33490902185440063,0.8517107963562012,"[1877.90966796875, 771.8597412109375, 2079.36328125, 1014.8497924804688]",1.0,"[1877.0, 753.0, 2083.0, 1032.0]",0.015174861806683551,medium,Caries,Caries,best candidate below fixed confidence
134,train_319.png,false_negative,31,4,2,0.20449033379554749,0.8238622546195984,"[991.6838989257812, 503.6394348144531, 1102.312255859375, 806.9068603515625]",0.0,"[1002.64404296875, 492.1355895996094, 1104.3389892578125, 795.5254516601562]",0.008358179251904001,small,Caries,Deep Caries,best candidate below fixed confidence
134,train_319.png,false_negative,2,2,2,0.45749974250793457,0.8315163254737854,"[1748.5614013671875, 497.8960876464844, 1914.263671875, 802.3589477539062]",1.0,"[1753.4915771484375, 465.0169372558594, 1907.728759765625, 797.2203369140625]",0.01388047733344516,medium,Caries,Caries,best candidate below fixed confidence
134,train_319.png,false_negative,0,2,2,0.6179800629615784,0.0,"[864.7315063476562, 481.1641540527344, 1025.3028564453125, 800.9827880859375]",2.0,"[1532.847412109375, 849.4576416015625, 1624.3729248046875, 1159.6270751953125]",0.007690461678852531,small,Caries,Caries,no meaningful spatial correspondence
136,train_400.png,false_negative,13,2,2,0.20400400459766388,0.07677032053470612,"[2023.2913818359375, 298.7047119140625, 2157.214599609375, 577.3443603515625]",0.0,"[2002.0, 527.0, 2231.0, 777.0]",0.015285677973885387,medium,Caries,Caries,best candidate below fixed confidence
136,train_400.png,false_negative,1,2,2,0.4493892192840576,0.7364591956138611,"[726.8599243164062, 299.3894348144531, 863.523681640625, 615.4635009765625]",1.0,"[730.0, 358.0, 862.0, 599.0]",0.008493763977384139,small,Caries,Caries,best candidate below fixed confidence
140,train_204.png,false_negative,15,2,2,0.24228309094905853,0.8356634378433228,"[1817.0826416015625, 467.382080078125, 1966.0712890625, 791.453125]",0.0,"[1806.0, 450.0, 1960.0, 786.0]",0.01369051146802584,medium,Caries,Caries,best candidate below fixed confidence
144,train_451.png,false_negative,20,2,2,0.24538256227970123,0.3516642153263092,"[1844.9891357421875, 414.34051513671875, 1992.439453125, 679.8070678710938]",2.0,"[1909.7894287109375, 359.1052551269531, 2028.0, 643.3157958984375]",0.009153603439633819,small,Caries,Caries,best candidate below fixed confidence
144,train_451.png,false_negative,7,2,4,0.43179917335510254,0.9267749190330505,"[1759.953857421875, 700.94580078125, 1989.9066162109375, 971.5021362304688]",4.0,"[1749.403564453125, 694.9824829101562, 1989.75439453125, 973.9298095703125]",0.018266840069389636,medium,Deep Caries,Caries,best candidate below fixed confidence
144,train_451.png,false_negative,0,2,4,0.5731157064437866,0.0,"[808.2551879882812, 463.8372802734375, 940.865234375, 740.9160766601562]",5.0,"[1094.5087890625, 790.4561157226562, 1201.5263671875, 1076.4210205078125]",0.008338029977422605,small,Deep Caries,Caries,no meaningful spatial correspondence
144,train_451.png,false_negative,21,2,2,0.2282695174217224,0.6996675133705139,"[658.4098510742188, 708.5922241210938, 859.8717041015625, 946.9796142578125]",6.0,"[645.368408203125, 725.0350952148438, 854.140380859375, 1000.4736938476562]",0.01566724343198185,medium,Caries,Caries,best candidate below fixed confidence
144,train_451.png,false_negative,20,2,1,0.24538256227970123,0.4187721908092499,"[1844.9891357421875, 414.34051513671875, 1992.439453125, 679.8070678710938]",8.0,"[1899.0, 399.0, 2052.0, 668.0]",0.011213451455511829,medium,Impacted,Caries,best candidate below fixed confidence
154,train_255.png,false_negative,0,1,3,0.5798811912536621,0.0,"[2021.800048828125, 732.7681274414062, 2252.39453125, 908.403076171875]",2.0,"[1447.0, 786.0, 1560.0, 1085.0]",0.008691270195685413,small,Periapical Lesion,Impacted,no meaningful spatial correspondence
154,train_255.png,false_negative,0,1,2,0.5798811912536621,0.0,"[2021.800048828125, 732.7681274414062, 2252.39453125, 908.403076171875]",3.0,"[1661.0, 787.0, 1769.0, 1065.0]",0.007723286955197527,small,Caries,Impacted,no meaningful spatial correspondence
154,train_255.png,false_negative,11,1,3,0.24355599284172058,0.206783264875412,"[888.889892578125, 738.8624877929688, 1110.1822509765625, 976.9524536132812]",4.0,"[1004.0, 769.0, 1280.0, 1045.0]",0.019595294001436413,medium,Periapical Lesion,Impacted,best candidate below fixed confidence
154,train_255.png,false_negative,0,1,2,0.5798811912536621,0.0,"[2021.800048828125, 732.7681274414062, 2252.39453125, 908.403076171875]",5.0,"[1812.0, 481.0, 1978.0, 755.0]",0.01170017265754744,medium,Caries,Impacted,no meaningful spatial correspondence
154,train_255.png,false_negative,5,2,2,0.345428466796875,0.8533706068992615,"[1784.5570068359375, 768.9014282226562, 1993.306640625, 1042.840087890625]",6.0,"[1771.0, 756.0, 1990.0, 1053.0]",0.0167314732689486,medium,Caries,Caries,best candidate below fixed confidence
154,train_255.png,false_negative,15,1,2,0.2032918632030487,0.2937999963760376,"[1980.3597412109375, 738.4320068359375, 2143.98193359375, 938.7725219726562]",7.0,"[1887.0, 714.0, 2076.0, 987.0]",0.013272663103761219,medium,Caries,Impacted,best candidate below fixed confidence
154,train_255.png,false_negative,2,2,1,0.44451043009757996,0.700323760509491,"[957.685302734375, 484.5890197753906, 1172.3919677734375, 732.4568481445312]",8.0,"[968.0555419921875, 495.5, 1161.111083984375, 688.5555419921875]",0.009587340820107215,small,Impacted,Caries,best candidate below fixed confidence
154,train_255.png,false_negative,7,1,1,0.3011065125465393,0.00023993622744455934,"[2028.6531982421875, 682.7595825195312, 2250.848876953125, 870.5160522460938]",9.0,"[1852.77783203125, 485.77777099609375, 2040.27783203125, 684.388916015625]",0.009579404385780064,small,Impacted,Impacted,best candidate below fixed confidence
154,train_255.png,false_negative,0,1,3,0.5798811912536621,0.0,"[2021.800048828125, 732.7681274414062, 2252.39453125, 908.403076171875]",10.0,"[1398.611083984375, 794.111083984375, 1469.4444580078125, 1069.111083984375]",0.005010767393973375,small,Periapical Lesion,Impacted,no meaningful spatial correspondence
155,train_485.png,false_negative,36,2,2,0.22433310747146606,0.8064888715744019,"[878.2677612304688, 421.4430236816406, 1037.2205810546875, 729.15625]",0.0,"[892.9824829101562, 424.5614013671875, 1049.122802734375, 717.5438842773438]",0.012406026357770258,medium,Caries,Caries,best candidate below fixed confidence
155,train_485.png,false_negative,11,2,2,0.3782222270965576,0.6632328629493713,"[1631.7109375, 415.1096496582031, 1747.275146484375, 728.1663818359375]",2.0,"[1607.017578125, 428.0701904296875, 1728.0701904296875, 728.0701904296875]",0.00984852973326864,small,Caries,Caries,best candidate below fixed confidence
155,train_485.png,false_negative,38,3,2,0.21930190920829773,0.7820025086402893,"[1699.6016845703125, 415.6070556640625, 1820.4437255859375, 736.19091796875]",4.0,"[1691.0, 440.0, 1813.0, 724.0]",0.009396241069665827,small,Caries,Periapical Lesion,best candidate below fixed confidence
159,train_388.png,false_negative,11,4,2,0.2881145775318146,0.8871227502822876,"[788.7124633789062, 683.9892578125, 1038.5997314453125, 914.0496826171875]",0.0,"[798.0, 693.0, 1041.0, 922.0]",0.014784949093459732,medium,Caries,Deep Caries,best candidate below fixed confidence
159,train_388.png,false_negative,0,2,2,0.5354501605033875,0.0,"[670.76318359375, 652.33203125, 916.0118408203125, 862.5081176757812]",2.0,"[1113.7930908203125, 443.10345458984375, 1204.310302734375, 712.9310302734375]",0.006489266012819519,small,Caries,Caries,no meaningful spatial correspondence
159,train_388.png,false_negative,8,2,2,0.2961456775665283,0.8779537081718445,"[1658.36669921875, 710.557861328125, 1767.4586181640625, 1021.6463012695312]",3.0,"[1656.034423828125, 722.413818359375, 1762.0689697265625, 1015.5172119140625]",0.008257456702037936,small,Caries,Caries,best candidate below fixed confidence
159,train_388.png,false_negative,8,2,2,0.2961456775665283,0.14673133194446564,"[1658.36669921875, 710.557861328125, 1767.4586181640625, 1021.6463012695312]",4.0,"[1734.4827880859375, 708.6206665039062, 1859.4827880859375, 968.1034545898438]",0.008617804671589631,small,Caries,Caries,best candidate below fixed confidence
162,train_505.png,false_negative,0,2,2,0.6874241232872009,0.0,"[991.876708984375, 706.7328491210938, 1236.248046875, 1018.8251342773438]",4.0,"[1675.0, 746.0, 1770.0, 1080.0]",0.008228990528750894,small,Caries,Caries,no meaningful spatial correspondence
162,train_505.png,false_negative,13,2,2,0.3211086094379425,0.9177345633506775,"[1720.3697509765625, 389.5941467285156, 1876.0712890625, 724.7078857421875]",5.0,"[1719.0, 398.0, 1883.0, 728.0]",0.014035706505389172,medium,Caries,Caries,best candidate below fixed confidence
162,train_505.png,false_negative,0,2,2,0.6874241232872009,0.0,"[991.876708984375, 706.7328491210938, 1236.248046875, 1018.8251342773438]",6.0,"[1557.0, 744.0, 1648.0, 1012.0]",0.006324885629220826,small,Caries,Caries,no meaningful spatial correspondence
164,train_510.png,false_negative,0,2,2,0.6016950011253357,0.0,"[847.9722290039062, 644.0874633789062, 1137.549072265625, 916.4410400390625]",1.0,"[1690.0, 345.0, 1794.0, 660.0]",0.008595862231103797,small,Caries,Caries,no meaningful spatial correspondence
164,train_510.png,false_negative,0,2,3,0.6016950011253357,0.0,"[847.9722290039062, 644.0874633789062, 1137.549072265625, 916.4410400390625]",3.0,"[1632.876708984375, 266.630126953125, 1738.356201171875, 658.4109497070312]",0.010843182251402987,medium,Periapical Lesion,Caries,no meaningful spatial correspondence
164,train_510.png,false_negative,0,2,3,0.6016950011253357,0.0,"[847.9722290039062, 644.0874633789062, 1137.549072265625, 916.4410400390625]",4.0,"[1235.616455078125, 258.41094970703125, 1332.876708984375, 641.9725952148438]",0.009788499552571437,small,Periapical Lesion,Caries,no meaningful spatial correspondence
164,train_510.png,false_negative,0,2,3,0.6016950011253357,0.0,"[847.9722290039062, 644.0874633789062, 1137.549072265625, 916.4410400390625]",5.0,"[1379.4520263671875, 358.41094970703125, 1476.7122802734375, 641.9725952148438]",0.007236497894634014,small,Periapical Lesion,Caries,no meaningful spatial correspondence
164,train_510.png,false_negative,0,2,3,0.6016950011253357,0.0,"[847.9722290039062, 644.0874633789062, 1137.549072265625, 916.4410400390625]",6.0,"[1463.013671875, 348.8219299316406, 1575.3424072265625, 655.6712036132812]",0.009044020170417477,small,Periapical Lesion,Caries,no meaningful spatial correspondence
165,train_29.png,false_negative,5,2,2,0.3000366985797882,0.8378355503082275,"[829.1055297851562, 401.3517761230469, 986.0552978515625, 679.354736328125]",0.0,"[845.0, 412.6666564941406, 985.0, 686.0]",0.010348048137573233,medium,Caries,Caries,best candidate below fixed confidence
165,train_29.png,false_negative,8,2,2,0.2791234254837036,0.8560138940811157,"[876.3572387695312, 731.0885009765625, 1099.0855712890625, 1027.0013427734375]",2.0,"[882.111083984375, 735.888916015625, 1123.0, 1023.0]",0.01870271116969009,medium,Caries,Caries,best candidate below fixed confidence
169,train_372.png,false_negative,9,2,2,0.42917612195014954,0.8080820441246033,"[897.13525390625, 482.4026794433594, 1064.41455078125, 751.860595703125]",0.0,"[895.0617065429688, 433.3333435058594, 1065.43212890625, 744.4444580078125]",0.014374266964003379,medium,Caries,Caries,best candidate below fixed confidence
169,train_372.png,false_negative,7,2,2,0.46854960918426514,0.8663923144340515,"[1754.8270263671875, 458.83551025390625, 1917.78662109375, 780.0696411132812]",2.0,"[1769.1357421875, 460.49383544921875, 1919.7530517578125, 769.1358032226562]",0.012606828493792495,medium,Caries,Caries,best candidate below fixed confidence
184,train_102.png,false_negative,0,2,4,0.5857818126678467,0.0,"[1619.45556640625, 452.00433349609375, 1810.263427734375, 774.0310668945312]",0.0,"[1459.5714111328125, 804.7857055664062, 1575.642822265625, 1070.857177734375]",0.007766302275304428,small,Deep Caries,Caries,no meaningful spatial correspondence
184,train_102.png,false_negative,13,2,4,0.3042405843734741,0.783007800579071,"[1206.4154052734375, 808.0736083984375, 1296.2696533203125, 1062.0643310546875]",1.0,"[1209.5714111328125, 792.2857055664062, 1309.5714111328125, 1065.5]",0.006870591544926936,small,Deep Caries,Caries,best candidate below fixed confidence
184,train_102.png,false_negative,29,2,4,0.2048017680644989,0.41991809010505676,"[1153.6317138671875, 805.5256958007812, 1255.8868408203125, 1066.2208251953125]",2.0,"[1104.2142333984375, 786.9285888671875, 1222.0714111328125, 1072.642822265625]",0.008467956650867569,small,Deep Caries,Caries,best candidate below fixed confidence
184,train_102.png,false_negative,0,2,4,0.5857818126678467,0.0,"[1619.45556640625, 452.00433349609375, 1810.263427734375, 774.0310668945312]",3.0,"[1154.2142333984375, 483.3571472167969, 1257.7857666015625, 785.1428833007812]",0.00786013177795468,small,Deep Caries,Caries,no meaningful spatial correspondence
184,train_102.png,false_negative,0,2,4,0.5857818126678467,0.0,"[1619.45556640625, 452.00433349609375, 1810.263427734375, 774.0310668945312]",4.0,"[1086.357177734375, 499.4285583496094, 1173.857177734375, 799.4285888671875]",0.006601157043217101,small,Deep Caries,Caries,no meaningful spatial correspondence
184,train_102.png,false_negative,16,2,4,0.26993700861930847,0.09877349436283112,"[1334.8499755859375, 494.7109069824219, 1421.9613037109375, 794.0835571289062]",5.0,"[1239.9285888671875, 469.0714416503906, 1354.2142333984375, 781.5714111328125]",0.00898115877284743,small,Deep Caries,Caries,best candidate below fixed confidence
184,train_102.png,false_negative,16,2,4,0.26993700861930847,0.8028817772865295,"[1334.8499755859375, 494.7109069824219, 1421.9613037109375, 794.0835571289062]",6.0,"[1343.5, 488.71429443359375, 1414.9285888671875, 795.8571166992188]",0.005517002158419447,small,Deep Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,34,3,3,0.2735808193683624,0.5695671439170837,"[1462.786865234375, 867.7633056640625, 1538.309326171875, 1116.8427734375]",0.0,"[1444.0, 863.0, 1553.0, 1166.0]",0.007646045086825105,small,Periapical Lesion,Periapical Lesion,best candidate below fixed confidence
190,train_462.png,false_negative,9,2,3,0.375718891620636,0.25173813104629517,"[1776.5584716796875, 828.5198974609375, 2026.4140625, 1153.63037109375]",1.0,"[1672.0, 826.0, 1871.0, 1185.0]",0.016539228723404256,medium,Periapical Lesion,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,11,2,2,0.36710792779922485,0.7462989687919617,"[1911.8775634765625, 793.546630859375, 2164.92529296875, 1075.2144775390625]",2.0,"[1922.0, 803.0, 2182.0, 1124.0]",0.019321734427784034,medium,Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,9,2,4,0.375718891620636,0.8747557997703552,"[1776.5584716796875, 828.5198974609375, 2026.4140625, 1153.63037109375]",3.0,"[1773.0, 837.0, 2049.0, 1157.0]",0.020446867776921708,medium,Deep Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,15,3,2,0.3505178689956665,0.10049952566623688,"[1512.5855712890625, 865.7408447265625, 1594.2210693359375, 1126.634033203125]",4.0,"[1577.0, 857.0, 1667.0, 1167.0]",0.00645909885616073,small,Caries,Periapical Lesion,best candidate below fixed confidence
190,train_462.png,false_negative,0,4,2,0.6324781179428101,0.0,"[896.4226684570312, 561.5523071289062, 1019.5552368164062, 782.0487670898438]",5.0,"[1641.0, 851.0, 1748.0, 1160.0]",0.007654379407929829,small,Caries,Deep Caries,no meaningful spatial correspondence
190,train_462.png,false_negative,13,2,2,0.3650771379470825,0.7607225775718689,"[1216.9981689453125, 855.1798095703125, 1314.747314453125, 1155.3651123046875]",6.0,"[1205.0, 855.0, 1305.0, 1173.0]",0.0073619836425057785,small,Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,31,2,2,0.2797359526157379,0.7202584743499756,"[2011.239990234375, 535.965087890625, 2169.03955078125, 797.6130981445312]",7.0,"[2026.0, 478.0, 2174.0, 803.0]",0.011135579031588929,medium,Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,5,2,2,0.4252879321575165,0.9586537480354309,"[1879.63623046875, 487.6630554199219, 2051.552001953125, 818.0098266601562]",8.0,"[1883.0, 487.0, 2053.0, 814.0]",0.012869580839210573,medium,Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,18,2,2,0.3451937139034271,0.8149631023406982,"[1599.3323974609375, 531.1014404296875, 1694.30517578125, 839.2865600585938]",9.0,"[1606.0, 508.0, 1691.0, 850.0]",0.006729964292064245,small,Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,42,2,2,0.23973165452480316,0.7289524674415588,"[978.1460571289062, 539.4705200195312, 1131.591552734375, 823.2305908203125]",11.0,"[984.0, 518.0, 1160.0, 835.0]",0.012916345640964855,medium,Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,4,2,2,0.45691508054733276,0.8835622668266296,"[768.478271484375, 498.94769287109375, 939.3106079101562, 788.1939086914062]",12.0,"[754.0, 502.0, 935.0, 786.0]",0.011900484501866888,medium,Caries,Caries,best candidate below fixed confidence
190,train_462.png,false_negative,16,4,4,0.34821370244026184,0.519783079624176,"[889.5306396484375, 825.01025390625, 1079.0177001953125, 1042.117919921875]",14.0,"[871.0, 857.0, 1053.0, 996.0]",0.00585671264742488,small,Deep Caries,Deep Caries,best candidate below fixed confidence
190,train_462.png,false_negative,10,4,2,0.3697347640991211,0.6365484595298767,"[1210.2186279296875, 538.8087158203125, 1307.8074951171875, 842.152587890625]",15.0,"[1206.0, 492.0, 1336.0, 834.0]",0.010292886564333551,medium,Caries,Deep Caries,best candidate below fixed confidence
192,train_497.png,false_negative,16,2,2,0.3775944709777832,0.6473120450973511,"[1184.4837646484375, 925.8041381835938, 1298.0975341796875, 1255.5576171875]",3.0,"[1214.0, 924.0, 1301.0, 1222.0]",0.00600210024891839,small,Caries,Caries,best candidate below fixed confidence
192,train_497.png,false_negative,14,2,2,0.4318816363811493,0.9392290115356445,"[1733.0184326171875, 927.133544921875, 1857.5406494140625, 1255.3756103515625]",5.0,"[1731.0, 929.0, 1856.0, 1265.0]",0.009723374622177443,small,Caries,Caries,best candidate below fixed confidence
195,train_155.png,false_negative,14,2,2,0.33840319514274597,0.8776730895042419,"[1969.270751953125, 451.6586608886719, 2124.8232421875, 805.059326171875]",1.0,"[1965.0, 446.0, 2117.0, 792.0]",0.012192498293717914,medium,Caries,Caries,best candidate below fixed confidence
195,train_155.png,false_negative,7,2,2,0.4189475476741791,0.8468902707099915,"[1956.180419921875, 778.9165649414062, 2246.02587890625, 1077.091796875]",2.0,"[1960.0, 780.0, 2270.0, 1099.0]",0.02292584720614855,medium,Caries,Caries,best candidate below fixed confidence
195,train_155.png,false_negative,33,2,2,0.24068233370780945,0.7991389632225037,"[2129.480224609375, 714.815673828125, 2396.305419921875, 973.9508666992188]",3.0,"[2106.0, 712.0, 2367.0, 978.0]",0.016095154900738894,medium,Caries,Caries,best candidate below fixed confidence
195,train_155.png,false_negative,5,2,2,0.46945124864578247,0.7931562662124634,"[742.9918823242188, 378.7690124511719, 941.7666625976562, 709.2730102539062]",4.0,"[722.0, 362.0, 956.0, 702.0]",0.018444538413602777,medium,Caries,Caries,best candidate below fixed confidence
196,train_356.png,false_negative,10,1,1,0.3806053102016449,0.8255791664123535,"[657.3583374023438, 672.574462890625, 842.2156372070312, 940.2279663085938]",0.0,"[658.0, 690.0, 853.0, 923.0]",0.012334789563359037,medium,Impacted,Impacted,best candidate below fixed confidence
196,train_356.png,false_negative,7,4,2,0.4148424565792084,0.8291330933570862,"[1065.3394775390625, 414.873779296875, 1167.4442138671875, 730.0145263671875]",3.0,"[1057.0, 436.0, 1163.0, 730.0]",0.008460468404369342,small,Caries,Deep Caries,best candidate below fixed confidence
196,train_356.png,false_negative,31,2,2,0.26324984431266785,0.049573782831430435,"[1609.0274658203125, 774.5507202148438, 1705.7042236328125, 1062.7987060546875]",7.0,"[1512.0, 764.0, 1620.0, 1126.0]",0.010613864482647407,medium,Caries,Caries,best candidate below fixed confidence
197,train_362.png,false_negative,64,2,2,0.24545180797576904,0.6962189674377441,"[967.3128051757812, 624.79541015625, 1105.4447021484375, 917.947265625]",3.0,"[996.0, 616.0, 1100.0, 902.0]",0.006886001303858235,small,Caries,Caries,best candidate below fixed confidence
197,train_362.png,false_negative,68,2,2,0.24262677133083344,0.8540245294570923,"[1080.3236083984375, 610.3267211914062, 1205.7440185546875, 919.0938110351562]",4.0,"[1090.0, 597.0, 1202.0, 917.0]",0.008297279677591418,small,Caries,Caries,best candidate below fixed confidence
197,train_362.png,false_negative,58,3,2,0.2544873356819153,0.8464928269386292,"[1176.9879150390625, 609.0296630859375, 1285.298828125, 902.2477416992188]",9.0,"[1175.0, 569.0, 1286.0, 907.0]",0.008685751644639365,small,Caries,Periapical Lesion,best candidate below fixed confidence
202,train_391.png,false_negative,13,2,2,0.4575224220752716,0.8021268844604492,"[806.407958984375, 761.0263061523438, 1100.6837158203125, 1061.80615234375]",0.0,"[772.0, 765.0, 1087.0, 1078.0]",0.022730647077050196,medium,Caries,Caries,best candidate below fixed confidence
202,train_391.png,false_negative,15,2,2,0.45166468620300293,0.8753175735473633,"[924.6436157226562, 465.22601318359375, 1093.811279296875, 776.6260375976562]",3.0,"[925.0, 429.0, 1096.0, 774.0]",0.013601039853040989,medium,Caries,Caries,best candidate below fixed confidence
